,latitude,longitude
957,-44.25,-77.25
958,-44.25,-77.0
959,-44.25,-76.75
960,-44.25,-76.5
961,-44.25,-76.25
962,-44.25,-76.0
963,-44.25,-75.75
964,-44.25,-75.5
965,-44.25,-75.25
966,-44.25,-75.0
967,-44.25,-74.75
968,-44.25,-74.5
969,-44.25,-73.5
970,-44.0,-77.75
971,-44.0,-77.5
972,-44.0,-77.25
973,-44.0,-77.0
974,-44.0,-76.75
975,-44.0,-76.5
976,-44.0,-76.25
977,-44.0,-76.0
978,-44.0,-75.75
979,-44.0,-75.5
980,-44.0,-75.25
981,-44.0,-75.0
982,-44.0,-74.75
983,-44.0,-74.5
984,-44.0,-74.0
985,-44.0,-73.75
986,-43.75,-77.5
987,-43.75,-77.25
988,-43.75,-77.0
989,-43.75,-76.75
990,-43.75,-76.5
991,-43.75,-76.25
992,-43.75,-76.0
993,-43.75,-75.75
994,-43.75,-75.5
995,-43.75,-75.25
996,-43.75,-75.0
997,-43.75,-74.75
998,-43.75,-74.5
999,-43.75,-74.25
1000,-43.75,-74.0
1001,-43.75,-73.75
1002,-43.75,-73.5
1003,-43.75,-73.25
1004,-43.75,-73.0
1005,-43.5,-77.5
1006,-43.5,-77.25
1007,-43.5,-77.0
1008,-43.5,-76.75
1009,-43.5,-76.5
1010,-43.5,-76.25
1011,-43.5,-76.0
1012,-43.5,-75.75
1013,-43.5,-75.5
1014,-43.5,-75.25
1015,-43.5,-75.0
1016,-43.5,-74.5
1017,-43.5,-74.25
1018,-43.5,-74.0
1019,-43.5,-73.75
1020,-43.5,-73.5
1021,-43.5,-73.25
1022,-43.25,-77.5
1023,-43.25,-77.25
1024,-43.25,-77.0
1025,-43.25,-76.75
1026,-43.25,-76.5
1027,-43.25,-76.25
1028,-43.25,-76.0
1029,-43.25,-75.75
1030,-43.25,-75.5
1031,-43.25,-75.25
1032,-43.25,-75.0
1033,-43.25,-74.75
1034,-43.25,-74.5
1035,-43.25,-73.25
1036,-43.0,-77.5
1037,-43.0,-77.25
1038,-43.0,-77.0
1039,-43.0,-76.75
1040,-43.0,-76.5
1041,-43.0,-76.25
1042,-43.0,-76.0
1043,-43.0,-75.75
1044,-43.0,-75.5
1045,-43.0,-75.25
1046,-43.0,-75.0
1047,-43.0,-74.75
1048,-43.0,-74.5
1049,-43.0,-73.25
1050,-43.0,-73.0
1051,-42.75,-77.5
1052,-42.75,-77.25
1053,-42.75,-77.0
1054,-42.75,-76.75
1055,-42.75,-76.5
1056,-42.75,-76.25
1057,-42.75,-76.0
1058,-42.75,-75.75
1059,-42.75,-75.5
1060,-42.75,-75.25
1061,-42.75,-75.0
1062,-42.75,-74.75
1063,-42.75,-74.5
1064,-42.75,-74.25
1065,-42.75,-73.25
1066,-42.5,-77.5
1067,-42.5,-77.25
1068,-42.5,-77.0
1069,-42.5,-76.75
1070,-42.5,-76.5
1071,-42.5,-76.25
1072,-42.5,-76.0
1073,-42.5,-75.75
1074,-42.5,-75.5
1075,-42.5,-75.25
1076,-42.5,-75.0
1077,-42.5,-74.75
1078,-42.5,-74.5
1079,-42.5,-74.25
1080,-42.5,-73.5
1081,-42.5,-73.0
1082,-42.25,-77.5
1083,-42.25,-77.25
1084,-42.25,-77.0
1085,-42.25,-76.75
1086,-42.25,-76.5
1087,-42.25,-76.25
1088,-42.25,-76.0
1089,-42.25,-75.75
1090,-42.25,-75.5
1091,-42.25,-75.25
1092,-42.25,-75.0
1093,-42.25,-74.75
1094,-42.25,-74.5
1095,-42.25,-74.25
1096,-42.25,-73.25
1097,-42.25,-73.0
1098,-42.0,-77.25
1099,-42.0,-77.0
1100,-42.0,-76.75
1101,-42.0,-76.5
1102,-42.0,-76.25
1103,-42.0,-76.0
1104,-42.0,-75.75
1105,-42.0,-75.5
1106,-42.0,-75.25
1107,-42.0,-75.0
1108,-42.0,-74.75
1109,-42.0,-74.5
1110,-42.0,-74.25
1111,-42.0,-73.25
1112,-42.0,-73.0
1113,-41.75,-77.25
1114,-41.75,-77.0
1115,-41.75,-76.75
1116,-41.75,-76.5
1117,-41.75,-76.25
1118,-41.75,-76.0
1119,-41.75,-75.75
1120,-41.75,-75.5
1121,-41.75,-75.25
1122,-41.75,-75.0
1123,-41.75,-74.75
1124,-41.75,-74.5
1125,-41.75,-74.25
1126,-41.75,-74.0
1127,-41.5,-77.25
1128,-41.5,-77.0
1129,-41.5,-76.75
1130,-41.5,-76.5
1131,-41.5,-76.25
1132,-41.5,-76.0
1133,-41.5,-75.75
1134,-41.5,-75.5
1135,-41.5,-75.25
1136,-41.5,-75.0
1137,-41.5,-74.75
1138,-41.5,-74.5
1139,-41.5,-74.25
1140,-41.5,-74.0
1141,-41.25,-77.25
1142,-41.25,-77.0
1143,-41.25,-76.75
1144,-41.25,-76.5
1145,-41.25,-76.25
1146,-41.25,-76.0
1147,-41.25,-75.75
1148,-41.25,-75.5
1149,-41.25,-75.25
1150,-41.25,-75.0
1151,-41.25,-74.75
1152,-41.25,-74.5
1153,-41.25,-74.25
1154,-41.25,-74.0
1155,-41.0,-77.0
1156,-41.0,-76.75
1157,-41.0,-76.5
1158,-41.0,-76.25
1159,-41.0,-76.0
1160,-41.0,-75.75
1161,-41.0,-75.5
1162,-41.0,-75.25
1163,-41.0,-75.0
1164,-41.0,-74.75
1165,-41.0,-74.5
1166,-41.0,-74.25
1167,-41.0,-74.0
1168,-40.75,-77.0
1169,-40.75,-76.75
1170,-40.75,-76.5
1171,-40.75,-76.25
1172,-40.75,-76.0
1173,-40.75,-75.75
1174,-40.75,-75.5
1175,-40.75,-75.25
1176,-40.75,-75.0
1177,-40.75,-74.75
1178,-40.75,-74.5
1179,-40.75,-74.25
1180,-40.75,-74.0
1181,-40.5,-77.0
1182,-40.5,-76.75
1183,-40.5,-76.5
1184,-40.5,-76.25
1185,-40.5,-76.0
1186,-40.5,-75.75
1187,-40.5,-75.5
1188,-40.5,-75.25
1189,-40.5,-75.0
1190,-40.5,-74.75
1191,-40.5,-74.5
1192,-40.5,-74.25
1193,-40.5,-74.0
1194,-40.25,-77.0
1195,-40.25,-76.75
1196,-40.25,-76.5
1197,-40.25,-76.25
1198,-40.25,-76.0
1199,-40.25,-75.75
1200,-40.25,-75.5
1201,-40.25,-75.25
1202,-40.25,-75.0
1203,-40.25,-74.75
1204,-40.25,-74.5
1205,-40.25,-74.25
1206,-40.25,-74.0
1207,-40.0,-77.0
1208,-40.0,-76.75
1209,-40.0,-76.5
1210,-40.0,-76.25
1211,-40.0,-76.0
1212,-40.0,-75.75
1213,-40.0,-75.5
1214,-40.0,-75.25
1215,-40.0,-75.0
1216,-40.0,-74.75
1217,-40.0,-74.5
1218,-40.0,-74.25
1219,-40.0,-74.0
1220,-40.0,-73.75
1221,-39.75,-76.75
1222,-39.75,-76.5
1223,-39.75,-76.25
1224,-39.75,-76.0
1225,-39.75,-75.75
1226,-39.75,-75.5
1227,-39.75,-75.25
1228,-39.75,-75.0
1229,-39.75,-74.75
1230,-39.75,-74.5
1231,-39.75,-74.25
1232,-39.75,-74.0
1233,-39.75,-73.75
1234,-39.75,-73.5
1235,-39.5,-76.75
1236,-39.5,-76.5
1237,-39.5,-76.25
1238,-39.5,-76.0
1239,-39.5,-75.75
1240,-39.5,-75.5
1241,-39.5,-75.25
1242,-39.5,-75.0
1243,-39.5,-74.75
1244,-39.5,-74.5
1245,-39.5,-74.25
1246,-39.5,-74.0
1247,-39.5,-73.75
1248,-39.5,-73.5
1249,-39.25,-76.75
1250,-39.25,-76.5
1251,-39.25,-76.25
1252,-39.25,-76.0
1253,-39.25,-75.75
1254,-39.25,-75.5
1255,-39.25,-75.25
1256,-39.25,-75.0
1257,-39.25,-74.75
1258,-39.25,-74.5
1259,-39.25,-74.25
1260,-39.25,-74.0
1261,-39.25,-73.75
1262,-39.25,-73.5
1263,-39.0,-76.75
1264,-39.0,-76.5
1265,-39.0,-76.25
1266,-39.0,-76.0
1267,-39.0,-75.75
1268,-39.0,-75.5
1269,-39.0,-75.25
1270,-39.0,-75.0
1271,-39.0,-74.75
1272,-39.0,-74.5
1273,-39.0,-74.25
1274,-39.0,-74.0
1275,-39.0,-73.75
1276,-39.0,-73.5
1277,-38.75,-76.75
1278,-38.75,-76.5
1279,-38.75,-76.25
1280,-38.75,-76.0
1281,-38.75,-75.75
1282,-38.75,-75.5
1283,-38.75,-75.25
1284,-38.75,-75.0
1285,-38.75,-74.75
1286,-38.75,-74.5
1287,-38.75,-74.25
1288,-38.75,-74.0
1289,-38.75,-73.75
1290,-38.75,-73.5
1291,-38.5,-76.75
1292,-38.5,-76.5
1293,-38.5,-76.25
1294,-38.5,-76.0
1295,-38.5,-75.75
1296,-38.5,-75.5
1297,-38.5,-75.25
1298,-38.5,-75.0
1299,-38.5,-74.75
1300,-38.5,-74.5
1301,-38.5,-74.25
1302,-38.5,-74.0
1303,-38.5,-73.75
1304,-38.5,-73.5
1305,-38.25,-76.75
1306,-38.25,-76.5
1307,-38.25,-76.25
1308,-38.25,-76.0
1309,-38.25,-75.75
1310,-38.25,-75.5
1311,-38.25,-75.25
1312,-38.25,-75.0
1313,-38.25,-74.75
1314,-38.25,-74.5
1315,-38.25,-74.25
1316,-38.25,-74.0
1317,-38.25,-73.75
1318,-38.25,-73.5
1319,-38.0,-76.75
1320,-38.0,-76.5
1321,-38.0,-76.25
1322,-38.0,-76.0
1323,-38.0,-75.75
1324,-38.0,-75.5
1325,-38.0,-75.25
1326,-38.0,-75.0
1327,-38.0,-74.75
1328,-38.0,-74.5
1329,-38.0,-74.25
1330,-38.0,-74.0
1331,-38.0,-73.75
1332,-38.0,-73.5
1333,-37.75,-76.75
1334,-37.75,-76.5
1335,-37.75,-76.25
1336,-37.75,-76.0
1337,-37.75,-75.75
1338,-37.75,-75.5
1339,-37.75,-75.25
1340,-37.75,-75.0
1341,-37.75,-74.75
1342,-37.75,-74.5
1343,-37.75,-74.25
1344,-37.75,-74.0
1345,-37.75,-73.75
1346,-37.5,-76.75
1347,-37.5,-76.5
1348,-37.5,-76.25
1349,-37.5,-76.0
1350,-37.5,-75.75
1351,-37.5,-75.5
1352,-37.5,-75.25
1353,-37.5,-75.0
1354,-37.5,-74.75
1355,-37.5,-74.5
1356,-37.5,-74.25
1357,-37.5,-74.0
1358,-37.5,-73.75
1359,-37.25,-76.75
1360,-37.25,-76.5
1361,-37.25,-76.25
1362,-37.25,-76.0
1363,-37.25,-75.75
1364,-37.25,-75.5
1365,-37.25,-75.25
1366,-37.25,-75.0
1367,-37.25,-74.75
1368,-37.25,-74.5
1369,-37.25,-74.25
1370,-37.25,-74.0
1371,-37.25,-73.75
1372,-37.0,-76.75
1373,-37.0,-76.5
1374,-37.0,-76.25
1375,-37.0,-76.0
1376,-37.0,-75.75
1377,-37.0,-75.5
1378,-37.0,-75.25
1379,-37.0,-75.0
1380,-37.0,-74.75
1381,-37.0,-74.5
1382,-37.0,-74.25
1383,-37.0,-74.0
1384,-37.0,-73.75
1385,-37.0,-73.25
1386,-36.75,-76.75
1387,-36.75,-76.5
1388,-36.75,-76.25
1389,-36.75,-76.0
1390,-36.75,-75.75
1391,-36.75,-75.5
1392,-36.75,-75.25
1393,-36.75,-75.0
1394,-36.75,-74.75
1395,-36.75,-74.5
1396,-36.75,-74.25
1397,-36.75,-74.0
1398,-36.75,-73.75
1399,-36.75,-73.5
1400,-36.75,-73.25
1401,-36.5,-76.75
1402,-36.5,-76.5
1403,-36.5,-76.25
1404,-36.5,-76.0
1405,-36.5,-75.75
1406,-36.5,-75.5
1407,-36.5,-75.25
1408,-36.5,-75.0
1409,-36.5,-74.75
1410,-36.5,-74.5
1411,-36.5,-74.25
1412,-36.5,-74.0
1413,-36.5,-73.75
1414,-36.5,-73.5
1415,-36.5,-73.25
1416,-36.5,-73.0
1417,-36.25,-76.75
1418,-36.25,-76.5
1419,-36.25,-76.25
1420,-36.25,-76.0
1421,-36.25,-75.75
1422,-36.25,-75.5
1423,-36.25,-75.25
1424,-36.25,-75.0
1425,-36.25,-74.75
1426,-36.25,-74.5
1427,-36.25,-74.25
1428,-36.25,-74.0
1429,-36.25,-73.75
1430,-36.25,-73.5
1431,-36.25,-73.25
1432,-36.25,-73.0
1433,-36.0,-76.5
1434,-36.0,-76.25
1435,-36.0,-76.0
1436,-36.0,-75.75
1437,-36.0,-75.5
1438,-36.0,-75.25
1439,-36.0,-75.0
1440,-36.0,-74.75
1441,-36.0,-74.5
1442,-36.0,-74.25
1443,-36.0,-74.0
1444,-36.0,-73.75
1445,-36.0,-73.5
1446,-36.0,-73.25
1447,-36.0,-73.0
1448,-35.75,-76.5
1449,-35.75,-76.25
1450,-35.75,-76.0
1451,-35.75,-75.75
1452,-35.75,-75.5
1453,-35.75,-75.25
1454,-35.75,-75.0
1455,-35.75,-74.75
1456,-35.75,-74.5
1457,-35.75,-74.25
1458,-35.75,-74.0
1459,-35.75,-73.75
1460,-35.75,-73.5
1461,-35.75,-73.25
1462,-35.75,-73.0
1463,-35.75,-72.75
1464,-35.5,-76.25
1465,-35.5,-76.0
1466,-35.5,-75.75
1467,-35.5,-75.5
1468,-35.5,-75.25
1469,-35.5,-75.0
1470,-35.5,-74.75
1471,-35.5,-74.5
1472,-35.5,-74.25
1473,-35.5,-74.0
1474,-35.5,-73.75
1475,-35.5,-73.5
1476,-35.5,-73.25
1477,-35.5,-73.0
1478,-35.5,-72.75
1479,-35.25,-76.25
1480,-35.25,-76.0
1481,-35.25,-75.75
1482,-35.25,-75.5
1483,-35.25,-75.25
1484,-35.25,-75.0
1485,-35.25,-74.75
1486,-35.25,-74.5
1487,-35.25,-74.25
1488,-35.25,-74.0
1489,-35.25,-73.75
1490,-35.25,-73.5
1491,-35.25,-73.25
1492,-35.25,-73.0
1493,-35.25,-72.75
1494,-35.0,-76.0
1495,-35.0,-75.75
1496,-35.0,-75.5
1497,-35.0,-75.25
1498,-35.0,-75.0
1499,-35.0,-74.75
1500,-35.0,-74.5
1501,-35.0,-74.25
1502,-35.0,-74.0
1503,-35.0,-73.75
1504,-35.0,-73.5
1505,-35.0,-73.25
1506,-35.0,-73.0
1507,-35.0,-72.75
1508,-35.0,-72.5
1509,-35.0,-72.25
1510,-34.75,-75.75
1511,-34.75,-75.5
1512,-34.75,-75.25
1513,-34.75,-75.0
1514,-34.75,-74.75
1515,-34.75,-74.5
1516,-34.75,-74.25
1517,-34.75,-74.0
1518,-34.75,-73.75
1519,-34.75,-73.5
1520,-34.75,-73.25
1521,-34.75,-73.0
1522,-34.75,-72.75
1523,-34.75,-72.5
1524,-34.75,-72.25
1525,-34.5,-75.5
1526,-34.5,-75.25
1527,-34.5,-75.0
1528,-34.5,-74.75
1529,-34.5,-74.5
1530,-34.5,-74.25
1531,-34.5,-74.0
1532,-34.5,-73.75
1533,-34.5,-73.5
1534,-34.5,-73.25
1535,-34.5,-73.0
1536,-34.5,-72.75
1537,-34.5,-72.5
1538,-34.5,-72.25
1539,-34.25,-75.5
1540,-34.25,-75.25
1541,-34.25,-75.0
1542,-34.25,-74.75
1543,-34.25,-74.5
1544,-34.25,-74.25
1545,-34.25,-74.0
1546,-34.25,-73.75
1547,-34.25,-73.5
1548,-34.25,-73.25
1549,-34.25,-73.0
1550,-34.25,-72.75
1551,-34.25,-72.5
1552,-34.25,-72.25
1553,-34.25,-72.0
1554,-34.0,-75.5
1555,-34.0,-75.25
1556,-34.0,-75.0
1557,-34.0,-74.75
1558,-34.0,-74.5
1559,-34.0,-74.25
1560,-34.0,-74.0
1561,-34.0,-73.75
1562,-34.0,-73.5
1563,-34.0,-73.25
1564,-34.0,-73.0
1565,-34.0,-72.75
1566,-34.0,-72.5
1567,-34.0,-72.25
1568,-34.0,-72.0
1569,-33.75,-75.25
1570,-33.75,-75.0
1571,-33.75,-74.75
1572,-33.75,-74.5
1573,-33.75,-74.25
1574,-33.75,-74.0
1575,-33.75,-73.75
1576,-33.75,-73.5
1577,-33.75,-73.25
1578,-33.75,-73.0
1579,-33.75,-72.75
1580,-33.75,-72.5
1581,-33.75,-72.25
1582,-33.75,-72.0
1583,-33.5,-75.0
1584,-33.5,-74.75
1585,-33.5,-74.5
1586,-33.5,-74.25
1587,-33.5,-74.0
1588,-33.5,-73.75
1589,-33.5,-73.5
1590,-33.5,-73.25
1591,-33.5,-73.0
1592,-33.5,-72.75
1593,-33.5,-72.5
1594,-33.5,-72.25
1595,-33.5,-72.0
1596,-33.5,-71.75
1597,-33.25,-75.0
1598,-33.25,-74.75
1599,-33.25,-74.5
1600,-33.25,-74.25
1601,-33.25,-74.0
1602,-33.25,-73.75
1603,-33.25,-73.5
1604,-33.25,-73.25
1605,-33.25,-73.0
1606,-33.25,-72.75
1607,-33.25,-72.5
1608,-33.25,-72.25
1609,-33.25,-72.0
1610,-33.25,-71.75
1611,-33.0,-75.0
1612,-33.0,-74.75
1613,-33.0,-74.5
1614,-33.0,-74.25
1615,-33.0,-74.0
1616,-33.0,-73.75
1617,-33.0,-73.5
1618,-33.0,-73.25
1619,-33.0,-73.0
1620,-33.0,-72.75
1621,-33.0,-72.5
1622,-33.0,-72.25
1623,-33.0,-72.0
1624,-33.0,-71.75
1625,-32.75,-74.75
1626,-32.75,-74.5
1627,-32.75,-74.25
1628,-32.75,-74.0
1629,-32.75,-73.75
1630,-32.75,-73.5
1631,-32.75,-73.25
1632,-32.75,-73.0
1633,-32.75,-72.75
1634,-32.75,-72.5
1635,-32.75,-72.25
1636,-32.75,-72.0
1637,-32.75,-71.75
1638,-32.5,-74.75
1639,-32.5,-74.5
1640,-32.5,-74.25
1641,-32.5,-74.0
1642,-32.5,-73.75
1643,-32.5,-73.5
1644,-32.5,-73.25
1645,-32.5,-73.0
1646,-32.5,-72.75
1647,-32.5,-72.5
1648,-32.5,-72.25
1649,-32.5,-72.0
1650,-32.5,-71.75
1651,-32.5,-71.5
1652,-32.25,-74.75
1653,-32.25,-74.5
1654,-32.25,-74.25
1655,-32.25,-74.0
1656,-32.25,-73.75
1657,-32.25,-73.5
1658,-32.25,-73.25
1659,-32.25,-73.0
1660,-32.25,-72.75
1661,-32.25,-72.5
1662,-32.25,-72.25
1663,-32.25,-72.0
1664,-32.25,-71.75
1665,-32.25,-71.5
1666,-32.0,-74.75
1667,-32.0,-74.5
1668,-32.0,-74.25
1669,-32.0,-74.0
1670,-32.0,-73.75
1671,-32.0,-73.5
1672,-32.0,-73.25
1673,-32.0,-73.0
1674,-32.0,-72.75
1675,-32.0,-72.5
1676,-32.0,-72.25
1677,-32.0,-72.0
1678,-32.0,-71.75
1679,-31.75,-74.75
1680,-31.75,-74.5
1681,-31.75,-74.25
1682,-31.75,-74.0
1683,-31.75,-73.75
1684,-31.75,-73.5
1685,-31.75,-73.25
1686,-31.75,-73.0
1687,-31.75,-72.75
1688,-31.75,-72.5
1689,-31.75,-72.25
1690,-31.75,-72.0
1691,-31.75,-71.75
1692,-31.5,-74.75
1693,-31.5,-74.5
1694,-31.5,-74.25
1695,-31.5,-74.0
1696,-31.5,-73.75
1697,-31.5,-73.5
1698,-31.5,-73.25
1699,-31.5,-73.0
1700,-31.5,-72.75
1701,-31.5,-72.5
1702,-31.5,-72.25
1703,-31.5,-72.0
1704,-31.5,-71.75
1705,-31.25,-74.75
1706,-31.25,-74.5
1707,-31.25,-74.25
1708,-31.25,-74.0
1709,-31.25,-73.75
1710,-31.25,-73.5
1711,-31.25,-73.25
1712,-31.25,-73.0
1713,-31.25,-72.75
1714,-31.25,-72.5
1715,-31.25,-72.25
1716,-31.25,-72.0
1717,-31.25,-71.75
1718,-31.0,-74.75
1719,-31.0,-74.5
1720,-31.0,-74.25
1721,-31.0,-74.0
1722,-31.0,-73.75
1723,-31.0,-73.5
1724,-31.0,-73.25
1725,-31.0,-73.0
1726,-31.0,-72.75
1727,-31.0,-72.5
1728,-31.0,-72.25
1729,-31.0,-72.0
1730,-31.0,-71.75
1731,-30.75,-74.75
1732,-30.75,-74.5
1733,-30.75,-74.25
1734,-30.75,-74.0
1735,-30.75,-73.75
1736,-30.75,-73.5
1737,-30.75,-73.25
1738,-30.75,-73.0
1739,-30.75,-72.75
1740,-30.75,-72.5
1741,-30.75,-72.25
1742,-30.75,-72.0
1743,-30.75,-71.75
1744,-30.5,-74.75
1745,-30.5,-74.5
1746,-30.5,-74.25
1747,-30.5,-74.0
1748,-30.5,-73.75
1749,-30.5,-73.5
1750,-30.5,-73.25
1751,-30.5,-73.0
1752,-30.5,-72.75
1753,-30.5,-72.5
1754,-30.5,-72.25
1755,-30.5,-72.0
1756,-30.5,-71.75
1757,-30.25,-74.75
1758,-30.25,-74.5
1759,-30.25,-74.25
1760,-30.25,-74.0
1761,-30.25,-73.75
1762,-30.25,-73.5
1763,-30.25,-73.25
1764,-30.25,-73.0
1765,-30.25,-72.75
1766,-30.25,-72.5
1767,-30.25,-72.25
1768,-30.25,-72.0
1769,-30.25,-71.75
1770,-30.0,-74.75
1771,-30.0,-74.5
1772,-30.0,-74.25
1773,-30.0,-74.0
1774,-30.0,-73.75
1775,-30.0,-73.5
1776,-30.0,-73.25
1777,-30.0,-73.0
1778,-30.0,-72.75
1779,-30.0,-72.5
1780,-30.0,-72.25
1781,-30.0,-72.0
1782,-30.0,-71.75
1783,-30.0,-71.5
1784,-29.75,-74.75
1785,-29.75,-74.5
1786,-29.75,-74.25
1787,-29.75,-74.0
1788,-29.75,-73.75
1789,-29.75,-73.5
1790,-29.75,-73.25
1791,-29.75,-73.0
1792,-29.75,-72.75
1793,-29.75,-72.5
1794,-29.75,-72.25
1795,-29.75,-72.0
1796,-29.75,-71.75
1797,-29.75,-71.5
1798,-29.5,-74.75
1799,-29.5,-74.5
1800,-29.5,-74.25
1801,-29.5,-74.0
1802,-29.5,-73.75
1803,-29.5,-73.5
1804,-29.5,-73.25
1805,-29.5,-73.0
1806,-29.5,-72.75
1807,-29.5,-72.5
1808,-29.5,-72.25
1809,-29.5,-72.0
1810,-29.5,-71.75
1811,-29.5,-71.5
1812,-29.25,-74.75
1813,-29.25,-74.5
1814,-29.25,-74.25
1815,-29.25,-74.0
1816,-29.25,-73.75
1817,-29.25,-73.5
1818,-29.25,-73.25
1819,-29.25,-73.0
1820,-29.25,-72.75
1821,-29.25,-72.5
1822,-29.25,-72.25
1823,-29.25,-72.0
1824,-29.25,-71.75
1825,-29.0,-74.75
1826,-29.0,-74.5
1827,-29.0,-74.25
1828,-29.0,-74.0
1829,-29.0,-73.75
1830,-29.0,-73.5
1831,-29.0,-73.25
1832,-29.0,-73.0
1833,-29.0,-72.75
1834,-29.0,-72.5
1835,-29.0,-72.25
1836,-29.0,-72.0
1837,-29.0,-71.75
1838,-28.75,-74.75
1839,-28.75,-74.5
1840,-28.75,-74.25
1841,-28.75,-74.0
1842,-28.75,-73.75
1843,-28.75,-73.5
1844,-28.75,-73.25
1845,-28.75,-73.0
1846,-28.75,-72.75
1847,-28.75,-72.5
1848,-28.75,-72.25
1849,-28.75,-72.0
1850,-28.75,-71.75
1851,-28.75,-71.5
1852,-28.5,-74.5
1853,-28.5,-74.25
1854,-28.5,-74.0
1855,-28.5,-73.75
1856,-28.5,-73.5
1857,-28.5,-73.25
